6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,1,1,1,7,-0.2203416,-0.5005959,1.34067,0.02936108,0.9984791,-0.04491153,0.01266336,Tracked,2,7,-0.201844,-0.1928994,1.313144,0.02990867,0.9985593,-0.04454875,0.0004394646,Tracked,3,7,-0.1813101,0.1051471,1.26866,0.03790885,0.994951,-0.09204467,-0.01277167,Tracked,4,7,-0.2112855,0.236252,1.289227,0,0,0,0,Tracked,5,7,-0.3253537,0.01170708,1.275,0.754223,-0.6530259,0.06510241,0.0215966,Tracked,6,7,-0.4721041,-0.2045618,1.376575,-0.2560578,0.2608572,0.90558,0.2152037,Tracked,7,7,-0.6203077,-0.3621957,1.430828,0.9169171,-0.3409529,0.1122748,0.1743805,Tracked,8,7,-0.6364396,-0.3809776,1.425914,0.9158394,-0.3559616,0.1824186,-0.03539857,Tracked,9,7,-0.02717347,0.01245782,1.263876,0.7438252,0.6625363,-0.08812893,0.001733277,Tracked,10,7,0.1901298,-0.1027678,1.32164,0.3617395,0.3350152,0.7727706,-0.3996684,Tracked,11,7,0.4112733,-0.1544887,1.277496,0.7816397,0.6061649,0.02853699,-0.1441842,Tracked,12,7,0.4844878,-0.17073,1.252155,0.7761507,0.5991657,-0.01323939,-0.1959981,Tracked,13,7,-0.2834903,-0.4884873,1.306754,-0.6163789,0.7498162,-0.1918179,0.1451156,Tracked,14,7,-0.3297636,-0.2158139,1.124262,0.1400201,0.7061467,-0.2625658,-0.6425033,Inferred,15,7,-0.2744643,-0.4881952,1.062637,0.7075442,0.1467001,-0.6912069,-0.009655696,Tracked,16,7,-0.2637481,-0.5138407,0.9347765,0,0,0,0,Inferred,17,7,-0.146503,-0.4885427,1.309878,0.6350743,0.7476956,-0.1489637,-0.1242647,Tracked,18,7,-0.0722899,-0.3754996,1.002982,-0.2541481,0.6282729,-0.5165974,0.5232677,Tracked,19,7,-0.1767437,-0.6334882,0.9692844,0.6985446,-0.1785445,0.6871174,0.08959296,Inferred,20,7,-0.1910805,-0.6561854,0.8459623,0,0,0,0,Inferred,21,7,-0.1867478,0.03221756,1.28236,0.03407739,0.9970697,-0.06737299,-0.01232104,Tracked,22,7,-0.6680474,-0.4452717,1.461174,0,0,0,0,Tracked,23,7,-0.6457509,-0.4129511,1.412857,0,0,0,0,Tracked,24,7,0.5549269,-0.2116148,1.24907,0,0,0,0,Tracked,25,7,0.4775426,-0.1792472,1.204264,0,0,0,0,Tracked
